ngramme	nfeatures	precision	test_time
1	3000	71.36	0.63
1	6000	72.02	0.65
1	9000	72.35	0.64
1	12000	73.18	0.58
1	15000	74.01	0.57
1	18000	74.01	0.57
1	21000	74.01	0.58
1	24000	74.01	0.56
1	27000	74.01	0.56
1	30000	74.01	0.61
2	3000	74.17	1.59
2	6000	74.34	1.60
2	9000	73.01	1.53
2	12000	73.01	1.55
2	15000	72.52	1.46
2	18000	71.85	1.48
2	21000	71.85	1.39
2	24000	71.36	1.41
2	27000	72.19	1.54
2	30000	72.35	1.42
3	3000	72.52	2.69
3	6000	73.34	2.83
3	9000	73.51	2.90
3	12000	73.18	2.80
3	15000	71.36	2.72
3	18000	71.36	2.77
3	21000	72.02	2.69
3	24000	72.35	2.73
3	27000	71.36	2.74
3	30000	71.69	2.64
