ngramme	nfeatures	precision	test_time
1	3000	62.54	3.85
1	6000	62.49	4.05
1	9000	62.60	4.30
1	12000	62.43	4.34
1	15000	62.49	4.21
1	18000	62.49	4.27
1	21000	62.49	4.24
1	24000	62.49	4.23
1	27000	62.49	4.24
1	30000	62.49	4.17
2	3000	62.15	4.76
2	6000	63.37	5.27
2	9000	63.70	5.18
2	12000	63.54	5.62
2	15000	63.43	5.70
2	18000	63.70	5.58
2	21000	63.70	5.91
2	24000	63.70	5.88
2	27000	63.70	5.94
2	30000	63.81	6.04
3	3000	62.43	5.55
3	6000	63.09	5.93
3	9000	63.92	6.44
3	12000	63.87	6.41
3	15000	63.65	6.62
3	18000	63.70	6.63
3	21000	63.70	7.27
3	24000	63.81	7.05
3	27000	63.98	6.92
3	30000	64.20	7.11
