ngramme	nfeatures	precision	test_time
1	3000	61.71	3.62
1	6000	61.66	4.00
1	9000	61.82	4.35
1	12000	61.88	4.42
1	15000	61.82	4.54
1	18000	61.82	4.62
1	21000	61.82	4.66
1	24000	61.82	4.37
1	27000	61.82	4.75
1	30000	61.82	4.59
2	3000	62.27	5.10
2	6000	61.82	5.07
2	9000	62.10	5.47
2	12000	62.43	5.79
2	15000	62.32	5.64
2	18000	62.21	6.43
2	21000	62.38	6.16
2	24000	62.38	6.37
2	27000	62.38	7.15
2	30000	62.43	7.74
3	3000	62.27	4.75
3	6000	61.82	5.78
3	9000	62.15	6.00
3	12000	62.10	6.55
3	15000	62.15	7.14
3	18000	62.10	7.27
3	21000	62.10	7.25
3	24000	62.27	7.09
3	27000	62.21	7.70
3	30000	62.32	7.68
