ngramme	nfeatures	precision	test_time
1	3000	71.36	0.60
1	6000	71.19	0.54
1	9000	72.35	0.57
1	12000	72.52	0.56
1	15000	72.52	0.56
1	18000	72.52	0.56
1	21000	72.52	0.59
1	24000	72.52	0.56
1	27000	72.52	0.57
1	30000	72.52	0.56
2	3000	71.85	1.13
2	6000	72.85	1.18
2	9000	72.02	1.14
2	12000	72.02	1.13
2	15000	71.85	1.11
2	18000	72.02	1.10
2	21000	71.52	1.09
2	24000	71.69	1.09
2	27000	71.85	1.09
2	30000	71.69	1.10
3	3000	72.02	1.70
3	6000	73.51	1.88
3	9000	72.52	1.80
3	12000	72.19	1.79
3	15000	71.85	1.83
3	18000	72.02	1.73
3	21000	71.52	1.83
3	24000	71.36	1.78
3	27000	71.69	1.79
3	30000	72.02	1.68
