ngramme	nfeatures	precision	test_time
1	3000	61.71	1.15
1	6000	61.49	1.13
1	9000	61.33	1.11
1	12000	61.22	1.15
1	15000	60.99	1.02
1	18000	60.99	1.14
1	21000	60.99	1.08
1	24000	60.99	1.22
1	27000	60.99	1.02
1	30000	60.99	1.03
2	3000	62.04	1.87
2	6000	62.71	1.88
2	9000	63.20	2.15
2	12000	63.43	1.94
2	15000	63.26	2.00
2	18000	62.87	1.89
2	21000	62.60	1.87
2	24000	62.38	1.86
2	27000	62.27	1.98
2	30000	62.10	1.92
3	3000	61.44	2.76
3	6000	62.71	2.87
3	9000	62.71	2.76
3	12000	63.04	2.71
3	15000	63.31	2.89
3	18000	63.31	2.84
3	21000	63.15	2.66
3	24000	62.93	2.79
3	27000	62.60	2.85
3	30000	62.54	2.85
