ngramme	nfeatures	precision	test_time
1	3000	61.44	1.01
1	6000	61.44	1.01
1	9000	61.22	1.01
1	12000	60.50	1.01
1	15000	60.50	1.01
1	18000	60.50	1.02
1	21000	60.50	1.01
1	24000	60.50	1.01
1	27000	60.50	1.02
1	30000	60.50	1.01
2	3000	61.99	1.54
2	6000	61.99	1.53
2	9000	61.88	1.53
2	12000	61.55	1.54
2	15000	60.88	1.55
2	18000	61.10	1.54
2	21000	61.16	1.55
2	24000	60.94	1.55
2	27000	61.05	1.55
2	30000	61.10	1.56
3	3000	61.99	1.81
3	6000	61.99	1.79
3	9000	61.77	1.83
3	12000	61.66	2.07
3	15000	61.27	1.95
3	18000	61.33	1.82
3	21000	61.22	1.83
3	24000	61.10	1.91
3	27000	61.05	1.91
3	30000	61.22	1.98
